Date,HH:MM,Datasource,DryBulb {C},DewPoint {C},RelHum {%},Atmos Pressure {Pa},ExtHorzRad {Wh/m2},ExtDirRad {Wh/m2},HorzIRSky {Wh/m2},GloHorzRad {Wh/m2},DirNormRad {Wh/m2},DifHorzRad {Wh/m2},GloHorzIllum {lux},DirNormIllum {lux},DifHorzIllum {lux},ZenLum {Cd/m2},WindDir {deg},WindSpd {m/s},TotSkyCvr {.1},OpaqSkyCvr {.1},Visibility {km},Ceiling Hgt {m},PresWeathObs,PresWeathCodes,Precip Wtr {mm},Aerosol Opt Depth {.001},SnowDepth {cm},Days Last Snow,Albedo {.01},Rain {mm},Rain Quantity {hr},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,HH:MM,Datasource,Dry Bulb Temperature {C},Dew Point Temperature {C},Relative Humidity {%},Atmospheric Pressure {Pa},Extraterrestrial Horizontal Radiation {Wh/m2},Extraterrestrial Direct Normal Radiation {Wh/m2},Horizontal Infrared Radiation Intensity from Sky {Wh/m2},Global Horizontal Radiation {Wh/m2},Direct Normal Radiation {Wh/m2},Diffuse Horizontal Radiation {Wh/m2},Global Horizontal Illuminance {lux},Direct Normal Illuminance {lux},Diffuse Horizontal Illuminance {lux},Zenith Luminance {Cd/m2},Wind Direction {deg},Wind Speed {m/s},Total Sky Cover {.1},Opaque Sky Cover {.1},Visibility {km},Ceiling Height {m},Present Weather Observation,Present Weather Codes,Precipitable Water {mm},Aerosol Optical Depth {.001},Snow Depth {cm},Days Since Last Snow,Albedo {.01},Liquid Precipitation Depth {mm},Liquid Precipitation Quantity {hr},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/10,4:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,26,22.7,82,100310,9999,9999,402,0,0,0,999900,999900,999900,99990,0,0,3,3,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/10,5:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,25.6,22.8,85,100310,9999,9999,403,0,0,0,999900,999900,999900,99990,0,0,4,4,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/10,6:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,25.2,22.7,86,100310,9999,9999,428,0,0,0,999900,999900,999900,99990,0,0,9,9,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/10,7:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,24.7,22.9,90,100310,9999,9999,425,3,0,3,999900,999900,999900,99990,0,0,9,9,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/10,8:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,26.3,23.1,83,100310,9999,9999,400,86,0,86,999900,999900,999900,99990,0,0,2,2,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/10,9:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,27.8,23.9,79,100310,9999,9999,416,272,167,156,999900,999900,999900,99990,0,0,4,4,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/10,10:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,29.2,24.4,75,100310,9999,9999,428,422,290,182,999900,999900,999900,99990,0,0,5,5,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/10,11:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,30,24,70,100310,9999,9999,429,547,381,197,999900,999900,999900,99990,157,2,4,4,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/10,12:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,31.2,22.3,59,100310,9999,9999,433,742,529,236,999900,999900,999900,99990,112,2,4,4,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/10,13:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,30.8,19.8,52,100310,9999,9999,420,322,0,322,999900,999900,999900,99990,0,0,2,2,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/10,14:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,31.7,21.1,53,100310,9999,9999,427,500,237,295,999900,999900,999900,99990,270,2,2,2,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/10,15:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,32.2,22,55,100310,9999,9999,458,603,462,259,999900,999900,999900,99990,247,2,8,8,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/10,16:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,31.7,20.9,53,100310,9999,9999,413,336,199,220,999900,999900,999900,99990,225,1,0,0,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/10,17:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,32,20.8,52,100310,9999,9999,422,264,238,171,999900,999900,999900,99990,337,2,1,1,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/10,18:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,30.9,22,59,100310,9999,9999,431,156,0,156,999900,999900,999900,99990,112,1,4,4,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/10,19:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,30.5,23.5,66,100310,9999,9999,443,97,0,49,999900,999900,999900,99990,135,1,7,7,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/10,20:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,29.3,24.9,77,100310,9999,9999,455,22,0,0,999900,999900,999900,99990,0,0,9,9,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/10,21:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,27.9,24.3,81,100310,9999,9999,429,0,0,0,999900,999900,999900,99990,0,0,7,7,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/10,22:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,27.4,23.8,81,100310,9999,9999,401,0,0,0,999900,999900,999900,99990,0,0,1,1,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/10,23:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,26.6,24,86,100310,9999,9999,428,0,0,0,999900,999900,999900,99990,0,0,8,8,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/10,24:00:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,26.1,23.9,88,100310,9999,9999,410,0,0,0,999900,999900,999900,99990,90,1,5,5,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/11,1:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,25.9,23.3,86,100500,9999,9999,408,0,0,0,999900,999900,999900,99990,0,0,5,5,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/11,2:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,25.6,23,85,100500,9999,9999,430,0,0,0,999900,999900,999900,99990,112,1,9,9,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/11,3:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,25.1,23.4,90,100500,9999,9999,381,0,0,0,999900,999900,999900,99990,0,0,0,0,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/11,4:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,24.7,23.4,93,100500,9999,9999,396,0,0,0,999900,999900,999900,99990,0,0,3,3,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/11,5:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,24.7,23.4,93,100500,9999,9999,392,0,0,0,999900,999900,999900,99990,157,1,2,2,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/11,6:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,24.2,23.3,95,100500,9999,9999,414,0,0,0,999900,999900,999900,99990,0,0,8,8,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/11,7:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,24.1,23.2,95,100500,9999,9999,413,8,0,8,999900,999900,999900,99990,0,0,8,8,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/11,8:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,25.5,23.6,90,100500,9999,9999,421,92,0,92,999900,999900,999900,99990,0,0,8,8,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/11,9:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,27.4,23.5,79,100500,9999,9999,410,247,118,166,999900,999900,999900,99990,0,0,3,3,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/11,10:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,28.8,23.8,74,100500,9999,9999,429,428,301,178,999900,999900,999900,99990,0,0,6,6,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/11,11:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,30.5,23.6,67,100500,9999,9999,410,589,447,179,999900,999900,999900,99990,0,0,0,0,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/11,12:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,31.4,22.1,58,100500,9999,9999,437,725,586,167,999900,999900,999900,99990,0,0,5,5,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/11,13:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,32.1,20,49,100500,9999,9999,443,769,647,165,999900,999900,999900,99990,0,0,6,6,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/11,14:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,32.2,21.2,52,100500,9999,9999,457,617,377,291,999900,999900,999900,99990,0,0,8,8,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/11,15:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,31.5,22.4,58,100500,9999,9999,438,333,0,333,999900,999900,999900,99990,157,2,5,5,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/11,16:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,32.2,22.4,56,100500,9999,9999,431,333,178,230,999900,999900,999900,99990,180,2,2,2,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/11,17:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,32.2,21.7,54,100500,9999,9999,417,369,615,130,999900,999900,999900,99990,0,0,0,0,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/11,18:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,31.9,22.4,57,100500,9999,9999,434,250,541,80,999900,999900,999900,99990,0,0,3,3,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/11,19:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,30.6,23.6,66,100500,9999,9999,451,97,0,36,999900,999900,999900,99990,112,1,8,8,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/11,20:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,29.2,24.7,77,100500,9999,9999,404,11,0,0,999900,999900,999900,99990,112,1,0,0,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/11,21:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,28.8,23,71,100500,9999,9999,439,0,0,0,999900,999900,999900,99990,67,1,8,8,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/11,22:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,28.1,22.1,70,100500,9999,9999,422,0,0,0,999900,999900,999900,99990,67,1,6,6,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/11,23:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,27.3,22.5,75,100500,9999,9999,404,0,0,0,999900,999900,999900,99990,90,2,2,2,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/11,24:00:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,26.9,22.1,75,100500,9999,9999,402,0,0,0,999900,999900,999900,99990,90,1,2,2,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/12,1:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,26.2,22.2,79,100660,9999,9999,398,0,0,0,999900,999900,999900,99990,0,0,2,2,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/12,2:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,25.5,22.2,82,100660,9999,9999,408,0,0,0,999900,999900,999900,99990,0,0,6,6,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/12,3:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,24.9,22.8,88,100660,9999,9999,402,0,0,0,999900,999900,999900,99990,112,1,5,5,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/12,4:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,24.8,22.8,89,100660,9999,9999,425,0,0,0,999900,999900,999900,99990,0,0,9,9,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/12,5:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,24.6,22.7,89,100660,9999,9999,409,0,0,0,999900,999900,999900,99990,90,1,7,7,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/12,6:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,24.3,22.8,92,100660,9999,9999,389,0,0,0,999900,999900,999900,99990,0,0,2,2,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/12,7:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,24.2,23,93,100660,9999,9999,376,6,0,6,999900,999900,999900,99990,0,0,0,0,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/12,8:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,25.6,22.9,85,100660,9999,9999,421,86,0,86,999900,999900,999900,99990,0,0,8,8,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/12,9:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,27.2,23.4,80,100660,9999,9999,431,239,102,168,999900,999900,999900,99990,0,0,8,8,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/12,10:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,28.8,23.5,73,100660,9999,9999,450,419,289,181,999900,999900,999900,99990,0,0,9,9,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/12,11:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,30.2,23.5,67,100660,9999,9999,448,589,448,179,999900,999900,999900,99990,135,1,8,8,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/12,12:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,31.4,22.6,60,100660,9999,9999,438,706,558,174,999900,999900,999900,99990,157,3,5,5,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/12,13:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,31.6,23.8,63,100660,9999,9999,434,714,472,273,999900,999900,999900,99990,157,3,3,3,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/12,14:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,32.3,21.8,54,100660,9999,9999,425,786,744,145,999900,999900,999900,99990,135,3,1,1,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/12,15:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,32.5,22.4,55,100660,9999,9999,437,647,654,163,999900,999900,999900,99990,135,3,3,3,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/12,16:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,32.1,21.9,55,100660,9999,9999,416,578,735,128,999900,999900,999900,99990,157,3,0,0,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/12,17:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,31.3,22.5,60,100660,9999,9999,437,278,271,173,999900,999900,999900,99990,90,2,5,5,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/12,18:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,31,23.4,64,100660,9999,9999,437,272,537,70,999900,999900,999900,99990,135,3,5,5,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/12,19:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,30.2,23,66,100660,9999,9999,415,119,0,26,999900,999900,999900,99990,135,3,1,1,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/12,20:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,29.3,22.1,65,100660,9999,9999,425,28,0,0,999900,999900,999900,99990,90,1,5,5,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/12,21:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,28.6,22,67,100660,9999,9999,411,0,0,0,999900,999900,999900,99990,67,2,2,2,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/12,22:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,28.2,21.3,66,100660,9999,9999,434,0,0,0,999900,999900,999900,99990,90,3,8,8,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/12,23:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,27.3,23.5,80,100660,9999,9999,420,0,0,0,999900,999900,999900,99990,90,4,6,6,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/12,24:00:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,26.9,23.9,83,100660,9999,9999,404,0,0,0,999900,999900,999900,99990,90,3,2,2,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/13,1:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,26.3,23.9,87,100750,9999,9999,408,0,0,0,999900,999900,999900,99990,112,3,4,4,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/13,2:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,25.9,23.4,86,100750,9999,9999,393,0,0,0,999900,999900,999900,99990,90,3,1,1,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/13,3:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,25.6,23.3,87,100750,9999,9999,391,0,0,0,999900,999900,999900,99990,67,3,1,1,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/13,4:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,25.2,23.3,89,100750,9999,9999,413,0,0,0,999900,999900,999900,99990,90,2,7,7,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/13,5:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,25,23,89,100750,9999,9999,403,0,0,0,999900,999900,999900,99990,67,2,5,5,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/13,6:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,24.9,22.4,86,100750,9999,9999,416,0,0,0,999900,999900,999900,99990,90,3,8,8,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/13,7:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,24.8,22.1,85,100750,9999,9999,409,6,0,6,999900,999900,999900,99990,90,2,7,7,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/13,8:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,25.4,22,81,100750,9999,9999,381,53,0,53,999900,999900,999900,99990,90,2,0,0,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/13,9:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,26.2,21.9,77,100750,9999,9999,398,144,0,144,999900,999900,999900,99990,90,3,2,2,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/13,10:00,?9?9?9?9E0?9?9?9*9*9?9*9*9?9?9?9?9?9*9*_*9*9,26.8,21.7,74,100750,9999,9999,401,236,0,236,999900,999900,999900,99990,90,4,2,2,999,999,9,'999999999,0,0,0,88,999,999,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
